dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,0.0,10.0,8.080808080808081
96,11.11111111111111,21.11111111111111,11.515151515151516
128,11.11111111111111,21.11111111111111,14.848484848484848
160,11.11111111111111,21.11111111111111,18.08080808080808
192,11.11111111111111,21.11111111111111,21.11111111111111
224,22.222222222222218,32.222222222222214,24.34343434343434
256,22.222222222222218,32.222222222222214,27.373737373737367
288,22.222222222222218,32.222222222222214,30.404040404040398
320,33.33333333333333,43.33333333333333,33.43434343434343
352,33.33333333333333,43.33333333333333,36.36363636363636
384,33.33333333333333,43.33333333333333,39.29292929292929
416,33.33333333333333,43.33333333333333,42.222222222222214
448,44.444444444444436,54.444444444444436,45.050505050505045
480,44.444444444444436,54.444444444444436,47.97979797979797
512,44.444444444444436,54.444444444444436,50.8080808080808
544,44.444444444444436,54.444444444444436,53.636363636363626
576,55.55555555555556,65.55555555555556,56.464646464646464
608,55.555555555555564,65.55555555555557,59.2929292929293
640,55.555555555555564,65.55555555555557,62.12121212121213
672,55.555555555555564,65.55555555555557,64.84848484848486
704,66.66666666666666,76.66666666666666,67.67676767676767
736,66.66666666666666,76.66666666666666,70.4040404040404
768,66.66666666666666,76.66666666666666,73.13131313131312
800,66.66666666666666,76.66666666666666,75.95959595959594
832,77.77777777777777,87.77777777777777,78.68686868686868
864,77.77777777777777,87.77777777777777,81.41414141414141
896,77.77777777777777,87.77777777777777,84.14141414141413
928,77.77777777777777,87.77777777777777,86.86868686868686
960,88.88888888888887,98.88888888888887,89.49494949494948
992,88.88888888888887,98.88888888888887,92.2222222222222
1024,88.88888888888887,98.88888888888887,94.94949494949493
