times,norm_overlaps,real_overlaps,imag_overlaps
0,0.0014863778812745463,-0.0023676275300914956,0.03848080328102961
1,0.002805162564162043,-0.052151204006286214,0.009241995718282915
2,0.004470191574571209,-0.03532327351860655,-0.056766697301330805
3,0.006118910651265164,0.043828343694549486,-0.06479187402952324
4,0.007708802063596887,0.08645978501488866,0.015280956736282013
5,0.009432473582857323,0.02313590405989487,0.09432498887457481
6,0.011452334404141886,-0.08454262201321469,0.06561158028330512
7,0.013734396910726929,-0.10384674504614391,-0.05431620802346306
8,0.01613063848205693,0.005885249717917207,-0.12687002135183348
9,0.018591114451386163,0.1261235112167997,-0.05180708802598312
10,0.02126029912527956,0.10697008827801112,0.0990843042013924
11,0.02435020115341455,-0.048034138806506706,0.14846859150181158
12,0.027930703388210874,-0.16580041099855064,0.02099826423594492
13,0.031869643963373245,-0.09646502598401913,-0.15021365691998767
14,0.035994463881488546,0.09939453447670667,-0.16160195047599926
15,0.040305857728209826,0.19970999401734213,0.020537186219221848
16,0.045010577268135094,0.07194875689860157,0.19958445242273012
17,0.050327255946504355,-0.15696281670253306,0.1602807852467393
18,0.05626235540480304,-0.22505842603363538,-0.0749070108605711
19,0.06259470474945934,-0.034055458148086845,-0.2478607078981726
20,0.06909554309636765,0.21741251445369994,-0.1477407921167589
21,0.07576191500871049,0.23978987477072938,0.13513967206615685
22,0.08281680411408199,-0.015140442562264085,0.2873805336363282
23,0.09046396586224831,-0.2759725068330026,0.11959574128938133
24,0.09864270225152813,-0.24064705441993456,-0.20182095394318497
25,0.10703939501971133,0.07500003393282606,-0.3184562606226894
26,0.1153569670489768,0.3301806922200322,-0.07960953167854434
27,0.12357627154842427,0.22760891233841524,0.26790008318876624
28,0.13194120301539752,-0.14131517048585215,0.3346210178783635
29,0.14067390022484913,-0.374215210112025,0.0252364170527851
30,0.1497044284806846,-0.1973504879300342,-0.33280206338672547
31,0.15869500731483777,0.2137950246814655,-0.33613493531064176
32,0.16734725389338442,0.4071476884205712,0.039724220661579816
33,0.17569130088443602,0.1519622824444708,0.39063891971832876
34,0.18406392791064408,-0.2870455241488965,0.31885544526749005
35,0.19278948006046473,-0.4235319406233604,-0.11580231142889606
36,0.20187879443187123,-0.0889356047737683,-0.44041940538013913
37,0.2110510553264915,0.36128568435765007,-0.28376699879428535
38,0.22006352284816882,0.4246998813661179,0.19923236086483082
39,0.2290208554054939,0.012802064994648008,0.47838996910195214
40,0.23834684676224327,-0.4305338693283772,0.2301899957065448
41,0.24843374607348015,-0.4068072704431664,-0.28799581731000995
42,0.25930971396907854,0.07698898880702948,-0.5033710456229575
43,0.2706545002534018,0.4948995562171761,-0.1604023987022763
44,0.28214995777046675,0.37327692101566695,0.3779077903504111
45,0.2938146481713441,-0.1734516870127147,0.5135456751290847
46,0.30598098986953587,-0.5477406990896886,0.07720826659286595
47,0.3189274741792545,-0.3217842338347292,-0.46409307367666114
48,0.3325280517916058,0.2750088785665328,-0.5068512291601786
49,0.3462736093187859,0.5882145960898664,0.01664927222497399
50,0.3596561563590002,0.2562645142125612,0.5422035181685935
51,0.37254394900850285,-0.3738318546747895,0.48248698784413857
52,0.38517950260949413,-0.609556384186071,-0.11670697111782594
53,0.3978054297239754,-0.17488100123682593,-0.6059885024737521
54,0.41029735019120844,0.46798923934473197,-0.4373596026712431
55,0.4221827656889543,0.6107925878874672,0.22161944921573337
56,0.4330434094877601,0.0807980005104456,0.6530812297113385
57,0.44291231843147966,-0.5516903999013634,0.37222307973600105
58,0.45227313861097757,-0.5876172294062834,-0.32707664287726346
59,0.46165788161969573,0.026824177681493647,-0.678924403090217
60,0.471236986701772,0.6244190749502546,-0.28519783579129826
61,0.4808040540107129,0.5414827434344407,0.433128725176967
62,0.4901635567960371,-0.14421606789551863,0.685102388374754
63,0.49952325299997324,-0.6832169913496233,0.18093588845539182
64,0.5094815367778245,-0.4729877014579573,-0.5345691452444133
65,0.5206001259663746,0.26856195655192705,-0.6696824631565138
66,0.5329682434402515,0.7274759172904366,-0.06121301497793829
67,0.5461795215674897,0.3863069220473637,0.6300368906229077
68,0.5597379069694344,-0.39357110915426136,0.6362701383913273
69,0.573485122924595,-0.7544444564269944,-0.06556435839060708
70,0.5876235592020367,-0.28501747234495917,-0.7116098647855629
71,0.6023165236686543,0.5126392529467508,-0.5826813194249937
72,0.6172768935564348,0.7608175159625079,0.19604489526910368
73,0.6317752526410569,0.17214680477326808,0.7759772743111819
74,0.6450859381192366,-0.6196449238088994,0.511004996567646
75,0.6569535362123188,-0.7434531949201962,-0.3228480806436233
76,0.6676387346676285,-0.05031662167260523,-0.8155409077729237
77,0.6775167774621258,0.7090758332301624,-0.4180050719681242
78,0.6866422026115169,0.6988867625804107,0.44519601941323494
79,0.6947207254524734,-0.0801945921698635,0.8296321792452259
80,0.7015154616626631,-0.7796618915194947,0.30601110531303705
81,0.7072730426181248,-0.6282026899313037,-0.5591372130176985
82,0.7127271500252975,0.21616071259428868,-0.8160892698449275
83,0.718651678905657,0.8293685340826213,-0.17549790192278839
84,0.7253803099603222,0.5325744603821722,0.6646388147775906
85,0.7327410819691146,-0.3555631981139589,0.7786628886213136
86,0.740442806157892,-0.8598521052262946,0.03312345537230668
87,0.7485059351492663,-0.41872043683749455,-0.7570859468540438
88,0.7572957684990311,0.4906827700543548,-0.7186975634234586
89,0.7671228557461652,0.8682005742362617,0.11554487717761684
90,0.7778160582864978,0.2900110653490552,0.8328923341354535
91,0.7887081132090649,-0.6166192753253872,0.6391312717323877
92,0.7990684522134461,-0.8543836149851382,-0.2628632546750751
93,0.8085778742639157,-0.15294008457988056,-0.8861078968120162
94,0.8174016321294039,0.7249478546660723,-0.5402335052035029
95,0.8258165540822242,0.8139868387183826,0.4040321527743529
96,0.833784851992878,0.00839290062109044,0.9130796302689281
97,0.8409089178850486,-0.8136225647926222,0.4229979195520042
98,0.8468107371734844,-0.7484012356162061,-0.5354496500154057
99,0.8515491094389035,0.13877622095253603,-0.9122994409386845
100,0.8556460694736406,0.8784507747484784,-0.28977630306399893
101,0.8596795445742997,0.6572326857670758,0.6540066829426866
102,0.8638268940505487,-0.28686843015640767,0.8840437759693504
103,0.8677901462944148,-0.9203075913419251,0.14430552176836092
104,0.8711568221274621,-0.5460644354003638,-0.7569481187758803
105,0.8738271105123908,0.4288055591185896,-0.8306340367342194
106,0.876086408811887,0.9359684859460028,0.007028664726262818
107,0.8782667683401633,0.41720536774596106,0.8391700956684054
108,0.8803545155038559,-0.5606890672724794,0.7523179416609529
109,0.8819536878964737,-0.925366864311987,-0.16015571900458106
110,0.8826583125782957,-0.2755826509964853,-0.8981717625532686
111,0.8824783966691767,0.6767299590801666,-0.6515481249704681
112,0.8819086963228628,0.8865264410588701,0.30980569011294223
113,0.8815768993697289,0.12306074821263649,0.9308238026710937
114,0.8818116891744077,-0.7756558552155423,0.5293105737128755
115,0.8825341671147969,-0.8223350074677288,-0.45420183025594174
116,0.8835433093750303,0.035015913384771974,-0.9393174091779948
117,0.8848732571347789,0.855011967776347,-0.39220886284478307
118,0.8868364131964673,0.7361731166335095,0.5872695765511547
119,0.8896894800739603,-0.19265569848066683,0.9233489383309469
120,0.8932445244631593,-0.9127004621616448,0.24540250779704595
121,0.8968121185066344,-0.632931935506024,-0.7044212401136359
122,0.8995474435219527,0.34168006783480775,-0.8847610834379832
123,0.9008878054170263,0.9441805064613501,-0.09701018830728371
124,0.9006963784507367,0.5150747406121802,0.7971162964298447
125,0.8990275580630803,-0.475735159802186,0.8201851106860383
126,0.8958008657353008,-0.9450905037339103,-0.051037295062379105
127,0.8907459805844367,-0.3828696868482682,-0.8626452245721561
128,0.8836928370581001,0.5923849522346736,-0.7299129437296092
129,0.8749201414265445,0.9145787951528267,0.19612692034330312
130,0.8652018973643675,0.2374534015045307,0.8993429709951013
131,0.8554751652697036,-0.6914654597298244,0.6142887621227708
132,0.8464108329358362,-0.8553522571060747,-0.3387969143888115
133,0.8382509539278166,-0.0818878805459113,-0.9118910729618506
134,0.8310072966442678,0.7743625145345991,-0.4810093478591871
135,0.8247674148560347,0.7747164750960556,0.4739006204583165
136,0.8197697901491181,-0.07519012177334125,0.9022838997437714
137,0.8161642929507232,-0.8379864767229408,0.3375543775159722
138,0.8137078757434123,-0.6775113819352413,-0.5955553736569018
139,0.8117246549392322,0.2258330680623585,-0.8721949783785586
140,0.8094083457749791,0.8788827749446526,-0.19228472035127003
141,0.8062150763224457,0.567999717965766,0.6954073602668123
142,0.8020112733940608,-0.36183911546230824,0.8191970018960734
143,0.7968818212509496,-0.8913635226352353,0.048506615695737096
144,0.7908260921789109,-0.4456917674704251,-0.7695355356239238
145,0.7836572491506567,0.48141606436091516,-0.7428969121795459
146,0.7751952325272455,0.8756856384929068,0.09148713059504945
147,0.7655374893007121,0.31355268098358324,0.8168367067833812
148,0.7551095614683616,-0.582180941799464,0.6451162007528959
149,0.7444170242184328,-0.8327833499404326,-0.2255857182545557
150,0.7337182540130217,-0.17422066958146887,-0.8386688335115395
151,0.7229180783378002,0.6642694289058826,-0.5307204576411699
152,0.7117695754331377,0.7677480406535546,0.3497606631766437
153,0.7001791031772491,0.03473318897268864,0.8360458771867945
154,0.6883245793851063,-0.7240254652161984,0.40510702919546304
155,0.6764949420954348,-0.6823100594652295,-0.45929067576861365
156,0.6648360808076216,0.10127953330777686,-0.8090602801649458
157,0.6532704943080173,0.7611022692429071,-0.2720180693654646
158,0.641670661631369,0.580647428058722,0.5518326067931834
159,0.6301035386782915,-0.2290743750954055,0.7600187296066729
160,0.6188885516182773,-0.7748148548153718,0.13620019227487007
161,0.6083946366886192,-0.46609771436951164,-0.6254179061620608
162,0.5987574616316897,0.3461608887528715,-0.6920477589946462
163,0.5897736555947649,0.7679633248649301,-0.0024468872402839317
164,0.5810557024270818,0.3457836636022884,0.6793300820756146
165,0.5722855282327305,-0.44672483647403877,0.610509990671712
166,0.5633276507321973,-0.7406172021240328,-0.12171199879291587
167,0.5541212430477203,-0.2246029777551065,-0.7097004617662718
168,0.5444984647094717,0.5263779335450242,-0.5171312558590342
169,0.5341460332052913,0.692920041637345,0.2323958887385734
170,0.5227747989301005,0.10621047539481299,0.7151881807234431
171,0.5103457135255575,-0.582098915644498,0.4141335122047684
172,0.49713622664904367,-0.6247493159027849,-0.3268402039652495
173,0.48357907309069836,0.00852858558674741,-0.6953461988956205
174,0.47001609410957423,0.615269056328749,-0.3024236803458105
175,0.45657756168621344,0.5398400398615124,0.4063868760781211
176,0.44326362710871203,-0.11722565065821104,0.6553791070338382
177,0.43010840497365666,-0.6282740937269511,0.1880959014046688
178,0.417242035689658,-0.4442449332984641,-0.46892267478583416
179,0.4047878463143623,0.2152649794290827,-0.5987059670203387
180,0.39271057648507346,0.6219956630445366,-0.0763673466794597
181,0.3807871931843857,0.3431962511684063,0.512838694297084
182,0.3687523934887436,-0.29816768602604515,0.5290070174379706
183,0.35649906906576895,-0.5964539726322942,-0.027234676368985987
184,0.34415963827038576,-0.2399856692202018,-0.5353190794650585
185,0.33200639066985715,0.3636608510587536,-0.44694202764685287
186,0.320273369534663,0.5526146580127159,0.12202626473080301
187,0.30905939733727883,0.13642663387988482,0.5389315085476842
188,0.29837425743736845,-0.41319188181515415,0.35727682018208257
189,0.2882428273049858,-0.49596454547913427,-0.205577228633576
190,0.2787322999607407,-0.038018124568217085,-0.5265804042737028
191,0.2698588751961398,0.44617996252669784,-0.2660494620100073
192,0.26146468599626005,0.4315183151955018,0.27432941812189154
193,0.25319705823924465,-0.04909149403220987,0.5007864649258505
194,0.24463133469524823,-0.4606544892904567,0.18007991612558225
195,0.2354474506928026,-0.36276739133105923,-0.32225342586179084
196,0.22552669106716253,0.11918151041800566,-0.45969822562377305
197,0.2149157767644482,0.45249653863914374,-0.10081001579229167
198,0.20372612192403855,0.2879382168514251,0.3475884135014575
199,0.19207928420492587,-0.17356338291330167,0.4024363754888672
