marked_states,fidelities
1,0.006522967971531883
2,0.006522967971531938
3,0.006522967971531896
4,0.006522967971531859
5,0.006522967971531852
6,0.006522967971531916
7,0.00652296797153193
8,0.006522967971531891
9,0.006522967971531942
10,0.006522967971531909
11,0.006522967971531946
12,0.006522967971531926
13,0.006522967971531942
14,0.006522967971531956
15,0.006522967971531949
16,0.0065229679715319705
17,0.006522967971531946
18,0.006522967971531937
19,0.006522967971531963
20,0.0065229679715319445
21,0.006522967971531923
22,0.006522967971531908
23,0.006522967971531952
24,0.006522967971531971
25,0.006522967971531888
26,0.00652296797153198
27,0.006522967971531922
28,0.006522967971531935
29,0.006522967971531946
30,0.006522967971531934
31,0.006522967971531961
32,0.006522967971531951
33,0.006522967971532
34,0.006522967971532009
35,0.006522967971531954
36,0.006522967971531926
37,0.006522967971531929
38,0.006522967971531964
39,0.006522967971531926
40,0.006522967971531983
41,0.006522967971531974
42,0.006522967971531967
43,0.006522967971531959
44,0.006522967971531939
45,0.006522967971531939
46,0.006522967971531963
47,0.006522967971531922
48,0.006522967971531971
49,0.006522967971531956
50,0.006522967971531947
51,0.006522967971531935
52,0.0065229679715319315
53,0.006522967971531899
54,0.00652296797153195
55,0.006522967971531915
56,0.006522967971531951
57,0.006522967971531884
58,0.006522967971531925
59,0.006522967971531929
60,0.006522967971531954
61,0.0065229679715319115
62,0.00652296797153186
63,0.006522967971531905
64,0.006522967971531931
65,0.006522967971531904
66,0.006522967971531924
67,0.0065229679715318786
68,0.006522967971531922
69,0.006522967971531921
70,0.006522967971531926
71,0.006522967971531924
72,0.0065229679715319185
73,0.006522967971531843
74,0.006522967971531907
75,0.006522967971531908
76,0.0065229679715318924
77,0.006522967971531865
78,0.0065229679715319
79,0.006522967971531878
80,0.006522967971531874
81,0.006522967971531843
82,0.00652296797153189
83,0.006522967971531912
84,0.006522967971531869
85,0.006522967971531881
86,0.0065229679715319315
87,0.006522967971531869
88,0.006522967971531913
89,0.006522967971531964
90,0.006522967971531918
91,0.006522967971531897
92,0.0065229679715319115
93,0.006522967971531896
94,0.006522967971531896
95,0.006522967971531915
96,0.006522967971531875
97,0.0065229679715319185
98,0.006522967971531943
99,0.006522967971531899
100,0.0065229679715319375
101,0.006522967971531909
102,0.006522967971531932
103,0.006522967971531858
104,0.006522967971531859
105,0.006522967971531865
106,0.006522967971531915
107,0.006522967971531884
108,0.006522967971531917
109,0.006522967971531911
110,0.006522967971531905
111,0.006522967971531912
112,0.006522967971531924
113,0.006522967971531881
114,0.006522967971531919
115,0.006522967971531903
116,0.006522967971531884
117,0.00652296797153192
118,0.006522967971531928
119,0.006522967971531919
120,0.006522967971531909
121,0.006522967971531937
122,0.006522967971531897
123,0.006522967971531923
124,0.006522967971531955
125,0.006522967971531936
126,0.006522967971531928
127,0.0065229679715318924
128,0.00652296797153197
129,0.006522967971531912
130,0.006522967971531891
131,0.006522967971531906
132,0.006522967971531881
133,0.0065229679715318855
134,0.006522967971531885
135,0.006522967971531898
136,0.006522967971531928
137,0.006522967971531898
138,0.00652296797153191
139,0.006522967971531931
140,0.006522967971531943
141,0.006522967971531911
142,0.006522967971531925
143,0.00652296797153193
144,0.006522967971531966
145,0.00652296797153192
146,0.006522967971531958
147,0.006522967971531953
148,0.006522967971531932
149,0.006522967971531959
150,0.006522967971531927
151,0.0065229679715319375
152,0.006522967971531965
153,0.006522967971531875
154,0.006522967971531938
155,0.006522967971531915
156,0.006522967971531922
157,0.0065229679715319445
158,0.006522967971531969
159,0.006522967971531965
160,0.006522967971531977
161,0.006522967971531969
162,0.006522967971531998
163,0.006522967971531964
164,0.006522967971531967
165,0.006522967971531918
166,0.0065229679715319774
167,0.006522967971531917
168,0.006522967971531967
169,0.006522967971531942
170,0.0065229679715319774
171,0.006522967971532028
172,0.00652296797153191
173,0.00652296797153195
174,0.006522967971531967
175,0.006522967971532005
176,0.006522967971531984
177,0.0065229679715319505
178,0.0065229679715318985
179,0.006522967971531927
180,0.006522967971531936
181,0.006522967971531915
182,0.006522967971531953
183,0.0065229679715319185
184,0.006522967971531966
185,0.006522967971531893
186,0.006522967971531895
187,0.006522967971531912
188,0.006522967971531936
189,0.006522967971531932
190,0.006522967971531907
191,0.006522967971531926
192,0.006522967971531904
193,0.0065229679715319115
194,0.00652296797153193
195,0.006522967971531927
196,0.0065229679715319115
197,0.006522967971531894
198,0.006522967971531953
199,0.006522967971531885
200,0.006522967971531901
201,0.006522967971531871
202,0.006522967971531856
203,0.006522967971531911
204,0.006522967971531935
205,0.0065229679715319315
206,0.0065229679715318725
207,0.006522967971531901
208,0.006522967971531932
209,0.006522967971531902
210,0.006522967971531865
211,0.006522967971531896
212,0.006522967971531842
213,0.006522967971531877
214,0.006522967971531929
215,0.006522967971531875
216,0.006522967971531933
217,0.0065229679715319375
218,0.0065229679715319115
219,0.0065229679715319
220,0.006522967971531904
221,0.006522967971531881
222,0.0065229679715319375
223,0.006522967971531926
224,0.006522967971531896
225,0.00652296797153191
226,0.006522967971531974
227,0.006522967971531934
228,0.006522967971531849
229,0.006522967971531941
230,0.006522967971531939
231,0.006522967971531906
232,0.0065229679715318855
233,0.00652296797153196
234,0.006522967971531934
235,0.0065229679715318725
236,0.006522967971531925
237,0.006522967971531901
238,0.006522967971531894
239,0.0065229679715319445
240,0.006522967971531897
241,0.006522967971531912
242,0.006522967971531974
243,0.0065229679715319315
244,0.0065229679715319505
245,0.006522967971531924
246,0.006522967971531939
247,0.006522967971531905
248,0.006522967971531959
249,0.006522967971531921
250,0.006522967971531929
251,0.0065229679715318855
252,0.006522967971531976
253,0.006522967971531964
254,0.006522967971531912
255,0.006522967971531947
256,0.006522967971531896
