marked_states,fidelities
1,0.2575210135659505
2,0.3221839023136557
3,0.3503668451317128
4,0.38224012671139607
5,0.4069498062507859
6,0.4207078262301526
7,0.42910781996679576
8,0.43707637505716374
9,0.4466743783430864
10,0.45799579757094916
11,0.47028833224917876
12,0.4826445277777028
13,0.49431546358866973
14,0.5048035700965728
15,0.5138508367738468
16,0.52138847958287
17,0.5274803025394632
18,0.5322731122529437
19,0.535958145809803
20,0.5387432952941005
21,0.5408343715324033
22,0.54242333418805
23,0.54368160562589
24,0.5447569374352943
25,0.5457726590131301
26,0.5468284491896739
27,0.5480020199665292
28,0.5493512896871661
29,0.5509167612903916
30,0.5527239205340984
31,0.5547855388581235
32,0.5571038137115683
33,0.5596723117498467
34,0.5624777018386663
35,0.5655012786034679
36,0.5687202857269731
37,0.5721090530297972
38,0.5756399637720835
39,0.5792842694279343
40,0.5830127689895858
41,0.5867963690525825
42,0.5906065397846307
43,0.5944156805679627
44,0.5981974077432547
45,0.6019267755458344
46,0.6055804400553056
47,0.6091367748020126
48,0.6125759455992722
49,0.6158799512010427
50,0.619032635518955
51,0.6220196763641385
52,0.6248285550009335
53,0.6274485102034841
54,0.6298704799839376
55,0.6320870337048728
56,0.6340922968908888
57,0.6358818707086024
58,0.6374527477838635
59,0.6388032257646414
60,0.639932819812508
61,0.6408421750105376
62,0.6415329795071312
63,0.6420078790698266
64,0.6422703935981207
65,0.642324836036543
66,0.6421762340369735
67,0.6418302546398268
68,0.6412931321761483
69,0.6405715995347857
70,0.6396728228897348
71,0.638604339941163
72,0.6373740016883611
73,0.6359899177234596
74,0.6344604050100022
75,0.6327939400901076
76,0.6309991146470066
77,0.629084594336203
78,0.6270590807874151
79,0.624931276670807
80,0.6227098537145481
81,0.6204034235554324
82,0.6180205113012549
83,0.6155695316810748
84,0.6130587676585068
85,0.6104963513829222
86,0.6078902473538891
87,0.6052482376753198
88,0.6025779092776202
89,0.5998866429879794
90,0.5971816043317006
91,0.5944697359500376
92,0.5917577515231252
93,0.5890521310896587
94,0.5863591176584609
95,0.5836847150103264
96,0.5810346865921141
97,0.5784145554086193
98,0.5758296048212006
99,0.5732848801657935
100,0.5707851911064385
101,0.5683351146438982
102,0.5659389987025228
103,0.563600966221812
104,0.5613249196825487
105,0.5591145460006771
106,0.5569733217252807
107,0.5549045184801926
108,0.5529112085919147
109,0.5509962708494215
110,0.5491623963445045
111,0.5474120943440769
112,0.5457476981487082
113,0.5441713708944008
114,0.5426851112572689
115,0.5412907590233722
116,0.5399900004885161
117,0.5387843736553343
118,0.5376752731972765
119,0.536663955161713
120,0.5357515413864066
121,0.534939023606144
122,0.5342272672283717
123,0.5336170147589308
124,0.5331088888611868
125,0.5327033950338808
126,0.5324009238951986
127,0.532201753062636
128,0.532106048620184
129,0.532113866166561
130,0.5322251514400896
131,0.532439740517875
132,0.5327573595891238
133,0.5331776243040377
134,0.5337000387022568
135,0.5343239937264176
136,0.5350487653286469
137,0.5358735121797922
138,0.5367972729932833
139,0.5378189634775361
140,0.5389373729330477
141,0.5401511605123135
142,0.5414588511630628
143,0.5428588312773758
144,0.544349344071539
145,0.5459284847238266
146,0.5475941952998294
147,0.5493442594970255
148,0.551176297243267
149,0.5530877591858232
150,0.5550759211105895
151,0.5571378783335617
152,0.5592705401093107
153,0.5614706241040751
154,0.5637346509838926
155,0.5660589391710651
156,0.5684395998252014
157,0.5708725321083143
158,0.5733534187962118
159,0.5758777223019447
160,0.5784406811801626
161,0.5810373071844778
162,0.5836623829533996
163,0.5863104604037722
164,0.5889758599140399
165,0.5916526703831773
166,0.5943347502546131
167,0.597015729597928
168,0.5996890133445483
169,0.6023477857771403
170,0.6049850163756835
171,0.6075934671264815
172,0.6101657014035071
173,0.6126940945342556
174,0.6151708461652498
175,0.6175879945443921
176,0.6199374328397609
177,0.6222109276157234
178,0.6244001395886615
179,0.6264966467847217
180,0.6284919702220455
181,0.6303776022384865
182,0.6321450375837394
183,0.6337858073913696
184,0.6352915161412643
185,0.6366538817164962
186,0.6378647786500562
187,0.6389162846461429
188,0.6398007304471842
189,0.6405107531012655
190,0.6410393526645337
191,0.6413799523491186
192,0.6415264620978369
193,0.6414733455329298
194,0.641215690184926
195,0.6407492808599256
196,0.6400706759469126
197,0.6391772864005635
198,0.6380674570574805
199,0.6367405498535892
200,0.635197028405152
201,0.6334385432936012
202,0.6314680172525224
203,0.6292897292906964
204,0.6269093965945473
205,0.6243342528334951
206,0.621573121237351
207,0.6186364805219684
208,0.6155365214020854
209,0.612287191042235
210,0.6089042223518655
211,0.6054051445214685
212,0.6018092706148985
213,0.5981376573718846
214,0.5944130316250431
215,0.5906596768914341
216,0.5869032727536913
217,0.5831706785975869
218,0.5794896521245901
219,0.5758884918196694
220,0.5723955912502727
221,0.5690388917444499
222,0.5658452187155678
223,0.5628394857809903
224,0.5600437500369343
225,0.5574761016623612
226,0.5551493718209483
227,0.5530696451771091
228,0.551234568062073
229,0.549631451591639
230,0.5482351825161298
231,0.5470059756102585
232,0.545887033228801
233,0.5448022246820923
234,0.5436539662316044
235,0.5423215794110943
236,0.5406605404464252
237,0.5385032173324223
238,0.5356619332693814
239,0.5319354991649197
240,0.5271207094089073
241,0.52103063726386
242,0.5135217500046619
243,0.5045315522109757
244,0.49412695478639285
245,0.482559478229261
246,0.4703142067244563
247,0.4581209622866441
248,0.44686313103893543
249,0.4372706309734488
250,0.42924445088605834
251,0.42076297231703386
252,0.40700875491928923
253,0.3825260282549124
254,0.3510327775987678
255,0.3230704306997122
256,0.2593036243497979
