dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,5.0,15.0,13.585858585858587
96,15.526315789473685,25.526315789473685,20.172780435938332
128,26.052631578947373,36.05263157894737,26.86071238702818
160,26.05263157894737,36.05263157894737,33.32535885167464
192,36.578947368421055,46.578947368421055,39.81127060074429
224,36.578947368421055,46.578947368421055,46.27591706539075
256,47.10526315789475,57.10526315789475,52.7618288144604
288,57.631578947368425,67.63157894736842,59.14673046251994
320,57.631578947368425,67.63157894736842,65.5103668261563
352,68.15789473684211,78.15789473684211,71.89526847421585
384,78.6842105263158,88.6842105263158,78.6842105263158
416,78.6842105263158,88.6842105263158,84.64380648591175
448,89.2105263157895,99.2105263157895,90.92769803296122
480,89.2105263157895,99.2105263157895,97.29133439659758
512,99.73684210526315,109.73684210526315,103.57522594364698
544,110.26315789473685,120.26315789473685,110.26315789473685
576,110.26315789473685,120.26315789473685,116.1217437533227
608,120.78947368421049,130.7894736842105,122.50664540138222
640,120.78947368421052,130.78947368421052,128.7692716640085
672,131.31578947368422,141.31578947368422,135.05316321105795
704,131.31578947368422,141.31578947368422,141.31578947368422
736,141.8421052631579,151.8421052631579,147.49867091972354
768,152.3684210526316,162.3684210526316,153.78256246677302
800,152.3684210526316,162.3684210526316,160.04518872939926
832,162.89473684210526,172.89473684210526,166.3290802764487
864,162.89473684210526,172.89473684210526,172.49069643806484
896,173.421052631579,183.421052631579,178.77458798511435
928,183.94736842105263,193.94736842105263,184.95746943115364
960,183.94736842105263,193.94736842105263,191.2200956937799
992,194.4736842105264,204.4736842105264,197.50398724082942
1024,194.4736842105264,204.4736842105264,203.66560340244558
