times,norm_overlaps,real_overlaps,imag_overlaps
0.0,0.12952818999418747,0.32948329509849233,0.1448065890946516
0.2,0.1430042289418983,0.25942110281257713,0.27514527137024286
0.4,0.165105973637607,0.1496328501505743,0.3777776909684091
0.6000000000000001,0.1953078579130227,0.009982313049937212,0.44182373333626584
0.8,0.2328973495156058,-0.1468887248911666,0.4596966956760218
1.0,0.2769969206753706,-0.3066128594614038,0.42776801550404864
1.2000000000000002,0.3265905418166733,-0.4542962176061473,0.34670663172979743
1.4000000000000001,0.3805535309044654,-0.5757664420158105,0.22146452346351042
1.6,0.4376844832464057,-0.658767489407784,0.06090876903838196
1.8,0.4967379731638332,-0.6940034243995189,-0.12287074544241387
2.0,0.5564567597167636,-0.6759455418716988,-0.3155223987937135
2.2,0.6156023385709078,-0.6033362685229214,-0.5015851728826771
2.4000000000000004,0.6729828515332289,-0.4793478304956379,-0.6657390697055071
2.6,0.7274775808653658,-0.3113816403345838,-0.7940522998694165
2.8000000000000003,0.77805750103699,-0.11052348636302124,-0.8751240254953312
3.0,0.8238016183493208,0.10930246076420862,-0.901029738921091
3.2,0.8639090808079438,0.33241334102073666,-0.8679921955405908
3.4000000000000004,0.89770726974161,0.5425944934631063,-0.7767229141753995
3.6,0.9246562761670749,0.7243750068408672,-0.6324058235273996
3.8000000000000003,0.9443503072620963,0.8642493382986577,-0.44432351784755747
4.0,0.9565166540258784,0.951746645581319,-0.22515544996865028
4.2,0.9610128772596535,0.9802616768977397,0.009996102504718666
4.4,0.957822836975248,0.9475802347320875,0.2447744588806805
4.6000000000000005,0.9470521062033102,0.8560568244399491,0.46283778965540434
4.800000000000001,0.9289231837295033,0.712430125037033,0.6491274918451851
5.0,0.9037707643549825,0.5272911096498714,0.7910340384832942
5.2,0.8720371546578027,0.3142466338209062,0.8793669358066813
5.4,0.8342677525434511,0.08884583559079395,0.9090512472031622
5.6000000000000005,0.7911063553458436,-0.1326442328575359,0.8794952318435157
5.800000000000001,0.7432899375591973,-0.3345152394740719,0.7946002089848716
6.0,0.6916424565601735,-0.5028438570077601,0.6624126448292883
6.2,0.637067210647312,-0.6265692700786893,0.49444732827710824
6.4,0.5805372921739951,-0.6983356230626062,0.3047370173375014
6.6000000000000005,0.5230837490928331,-0.7150322459420125,0.10868595289159627
6.800000000000001,0.46578118635983146,-0.6779890351218724,-0.07817963043110408
7.0,0.40973069612267754,-0.5928123369027949,-0.2414626872593875
7.2,0.3560401911021682,-0.4688758149881278,-0.3690469634360743
7.4,0.30580241550531634,-0.31850871845390194,-0.4520559830089293
7.6000000000000005,0.2600711074107622,-0.15594843910495554,-0.48554216269186157
7.800000000000001,0.21983597095305482,0.0038567256393399092,-0.46885082555157953
8.0,0.18599727188212684,0.14649664703542578,-0.4056303789036328
8.200000000000001,0.1593409842337722,0.25929823810636277,-0.30348872787750814
8.4,0.14051547976750023,0.3323762944372961,-0.17332477798523807
8.6,0.1300107597897938,0.3594506232443611,-0.02839030184823935
8.8,0.12814117905870637,0.3383628890394353,0.11684063667916736
9.0,0.13503250561990265,0.27125111562908893,0.24790187149329326
9.200000000000001,0.1506140043119672,0.16436770863268596,0.35156402072852627
9.4,0.17461603421130317,0.027555932798654984,0.41696127491518825
9.600000000000001,0.2065734229682304,-0.12657236610536676,0.43652360658585165
9.8,0.245834637088236,-0.2836906258425338,0.4066377575893654
10.0,0.2915765208511662,-0.42895692649557177,0.32798243255186527
10.200000000000001,0.3428241417396244,-0.5482608212393442,0.20550964365105667
10.4,0.3984750699386189,-0.6294156498964965,0.048072961256718234
