dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,25.20408163265306,35.20408163265306,25.40610183467326
96,35.408163265306115,45.408163265306115,40.15563801278086
128,55.81632653061224,65.81632653061223,55.81632653061224
160,66.0204081632653,76.0204081632653,70.66687280972995
192,86.42857142857143,96.42857142857143,86.42857142857143
224,96.63265306122447,106.63265306122447,101.98618841475982
256,117.04081632653059,127.04081632653059,117.84889713461139
288,127.2448979591837,137.2448979591837,133.81055452484026
320,147.6530612244898,157.6530612244898,149.7742733457019
352,157.85714285714286,167.85714285714286,165.93795093795094
384,178.26530612244895,188.26530612244895,182.20470006184289
416,198.6734693877551,208.6734693877551,198.6734693877551
448,208.87755102040816,218.87755102040816,214.73613687899402
480,229.28571428571428,239.28571428571428,231.1038961038961
512,239.48979591836732,249.48979591836732,247.5706039991754
544,259.8979591836735,269.8979591836735,264.03937332508764
576,280.3061224489796,290.3061224489796,280.6091527520099
608,290.5102040816326,300.5102040816326,297.0758606472892
640,310.9183673469388,320.9183673469388,313.74665017522165
672,321.1224489795918,331.1224489795918,330.314368171511
704,341.5306122448979,351.5306122448979,346.98515769944333
736,361.93877551020415,371.93877551020415,363.65594722737586
768,372.1428571428571,382.1428571428571,380.4256854256854
800,392.5510204081632,402.5510204081632,397.09647495361776
832,412.95918367346934,422.95918367346934,413.8682745825603
864,423.16326530612236,433.16326530612236,430.6380127808698
896,443.57142857142856,453.57142857142856,447.5108225108225
928,463.97959183673476,473.97959183673476,464.28262213976507
960,474.1836734693877,484.1836734693877,481.1533704390847
992,494.5918367346938,504.5918367346938,498.0261801690372
1024,515.0,525.0,515.0
