dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,8.875336023552101,8.885336023552103,8.877457235673313
96,12.019947972184154,12.029947972184155,12.020453022689205
128,14.945738541190805,14.955738541190806,14.954324399776665
160,17.750316988985336,17.760316988985334,17.75567052433887
192,20.453885335769762,20.46388533576976,20.461663113547537
224,23.086746611847122,23.09674661184712,23.09381731891783
256,25.659001827318413,25.66900182731841,25.66607253438912
288,28.18075199228465,28.19075199228465,28.18842875996142
320,30.66209811684686,30.672098116846858,30.668057712806455
352,33.10644104360185,33.11644104360185,33.11048144764225
384,35.51708009745698,35.52708009745699,35.52011040048729
416,37.890715953504895,37.9007159535049,37.90031191310086
448,40.25084995685498,40.26084995685498,40.254183290188315
480,42.584081772498855,42.59408177249886,42.584081772498855
512,44.88360971524289,44.893609715242896,44.89189254352572
544,47.17643749048272,47.186437490482724,47.17946779351303
576,49.445662402923695,49.4556624029237,49.44838967565097
608,51.6980861377595,51.70808613775951,51.69990431957768
640,53.930307852393284,53.94030785239329,53.93515633724177
672,56.15242855692605,56.16242855692605,56.155155829653324
704,58.35094639865997,58.360946398659976,58.360845388558964
736,60.55286508299073,60.56286508299073,60.553067103192745
768,62.72448073701842,62.73448073701842,62.73246053499822
800,64.89609639104614,64.90609639104613,64.89983376478351
832,67.05421019237603,67.06421019237602,67.05572534389118
864,69.1955228161007,69.2055228161007,69.20067433125222
896,71.32673442972438,71.33673442972437,71.33521927820922
928,73.45794604334804,73.46794604334804,73.45976422516623
960,75.56895563676972,75.5789556367697,75.57481422262829
992,77.67996523019136,77.68996523019135,77.68077331099944
1024,79.77747297091521,79.7874729709152,79.77787701131925
1056,81.8581795340338,81.86817953403379,81.86666438251864
1088,83.93888609715243,83.94888609715242,83.94726993553627
1120,86.01959266027106,86.02959266027105,86.02009771077611
1152,88.08009720318768,88.09009720318767,88.08545073854121
1184,90.14060174610427,90.15060174610426,90.14343002893254
1216,92.19100527891987,92.20100527891987,92.19443962235421
1248,94.23130780163444,94.24130780163443,94.23868153900817
1280,96.27161032434903,96.28161032434902,96.2763577990965
1312,98.3018118369626,98.31181183696259,98.30767042282118
1344,100.33201334957616,100.34201334957615,100.33272042028322
1376,102.34201284198771,102.3520128419877,102.35181082178568
1408,104.3621133445003,104.37211334450029,104.3650426374296
1440,106.37211283691181,106.3821128369118,106.37271889751787
1472,108.37201131922237,108.38201131922236,108.37483960205064
1504,110.36180879143191,110.3718087914319,110.37160677122988
1536,112.36170727374245,112.37170727374244,112.3631214151566
1568,114.34140373585099,114.35140373585098,114.3495855540328
1600,116.32110019795948,116.33110019795947,116.33110019795947
1632,118.30079666006799,118.31079666006798,118.30776635703768
1664,120.27039211207551,120.2803921120755,120.27968504136844
1696,122.23998756408302,122.24998756408301,122.24705827115372
1728,124.20958301609058,124.21958301609057,124.2098860463936
1760,126.16237729049288,126.17237729049288,126.16833688645248
