dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,15,270,15.0
96,15,270,24.807692307692307
128,15,270,34.61538461538461
160,15,270,44.42307692307693
192,15,270,44.42307692307693
224,15,270,54.23076923076923
256,15,270,64.03846153846155
288,15,270,73.84615384615385
320,15,270,83.65384615384616
352,15,270,93.46153846153847
384,15,270,93.46153846153847
416,15,270,103.26923076923077
448,15,270,113.07692307692308
480,15,270,122.88461538461539
512,15,270,132.6923076923077
544,15,270,132.6923076923077
576,15,270,142.5
608,15,270,152.30769230769232
640,15,270,162.1153846153846
672,15,270,171.92307692307693
704,15,270,171.92307692307693
736,15,270,181.73076923076925
768,15,270,191.53846153846155
800,15,270,201.34615384615387
832,15,270,211.15384615384616
864,15,270,211.15384615384616
896,15,270,220.96153846153848
928,15,270,230.76923076923077
960,15,270,240.5769230769231
992,15,270,250.38461538461542
1024,15,270,250.38461538461542
