times,overlaps
0.0,0.12499999999999997
0.5,0.16358445369154764
1.0,0.26547236917683453
1.5,0.3943146325477698
2.0,0.5109394459513381
2.5,0.585504885279438
3.0,0.6039825530355643
3.5,0.5680198817279919
4.0,0.4904833765997101
4.5,0.3900667064044131
5.0,0.2871521815936147
5.5,0.20105699423137127
6.0,0.1475744462636978
6.5,0.1360687839513267
7.0,0.1667001534101785
7.5,0.22935732956134616
8.0,0.3056405717276117
8.5,0.3738552441486545
9.0,0.41538061471128934
9.5,0.42000157658855286
10.0,0.38826443134539856
10.5,0.3302754434801147
11.0,0.26179599724432395
11.5,0.19931120278216766
12.0,0.1557412932995398
12.5,0.13786146683767334
13.0,0.14571545995188198
13.5,0.17368688047326516
14.0,0.21257193161368973
14.5,0.25196319039528453
15.0,0.2824164889349649
15.5,0.297114293034598
16.0,0.2929381304884207
16.5,0.2709347182644957
17.0,0.2361126678757592
17.5,0.19645393602595887
18.0,0.16111666874493005
18.5,0.13809800491938423
19.0,0.1319892979482687
19.5,0.14263522086111047
20.0,0.16529525069165996
