dimensions,start_gammaNs,end_gammaNs,optimum_gammaNs
64,5,135,5.0
96,5,135,15.833333333333334
128,5,135,15.833333333333334
160,5,135,26.666666666666668
192,5,135,26.666666666666668
224,5,135,26.666666666666668
256,5,135,37.5
288,5,135,37.5
320,5,135,37.5
352,5,135,48.333333333333336
384,5,135,48.333333333333336
416,5,135,59.16666666666667
448,5,135,59.16666666666667
480,5,135,59.16666666666667
512,5,135,70.0
544,5,135,70.0
576,5,135,70.0
608,5,135,80.83333333333334
640,5,135,80.83333333333334
672,5,135,80.83333333333334
704,5,135,91.66666666666667
736,5,135,91.66666666666667
768,5,135,91.66666666666667
800,5,135,102.5
832,5,135,102.5
864,5,135,102.5
896,5,135,113.33333333333334
928,5,135,113.33333333333334
960,5,135,113.33333333333334
992,5,135,124.16666666666667
1024,5,135,124.16666666666667
